scan_date,代碼,股票名稱,entry_price,訊號類型,訊號方向,訊號分數,追蹤等級,RS加權報酬%,MA位置,MA排列,成交量(張),status,days_tracked,return_3d%,return_5d%,return_10d%,max_gain_5d%,max_drawdown_5d%,max_gain_10d%,max_drawdown_10d%,is_success_5d
2026-08-07,2009.TW,第一銅,39.9,廣義上升三法、周1K,買,85,A強勢追蹤,3.88,>MA5,糾結,4448.1,tracking,,,,,,,,,
2026-08-07,2014.TW,中鴻,17.65,廣義上升三法、下降趨勢線突破(中長期),買,63,C觀察,1.9,>MA5,糾結,8360.3,tracking,,,,,,,,,
2026-08-07,2027.TW,大成鋼,46.6,廣義上升三法、周1K,買,95,A強勢追蹤,4.74,>MA5,多頭,16784.7,tracking,,,,,,,,,
2026-08-07,2030.TW,彰源,18.6,布林縮窄突破、廣義上升三法、下降趨勢線突破(中長期)、周1K,買,100,A強勢追蹤,3.08,>MA5,糾結,1705.3,tracking,,,,,,,,,
2026-08-07,2031.TW,新光鋼,40.95,3K反轉、KD高腳、下降趨勢線突破(中長期),買,61,C觀察,2.76,>MA5,空頭,2504.7,tracking,,,,,,,,,
2026-08-07,2034.TW,允強,20.1,單跳空、廣義上升三法、下降趨勢線突破(中短期),買,70,B可追蹤,1.53,>MA5,糾結,4758.0,tracking,,,,,,,,,
2026-08-07,2049.TW,上銀,362.0,周1K,買,73,B可追蹤,7.66,>MA5,多頭,12613.4,tracking,,,,,,,,,
2026-08-07,2069.TW,運錩,19.6,單跳空、周1K,買,82,A強勢追蹤,3.15,>MA5,多頭,1241.0,tracking,,,,,,,,,
2026-08-07,2103.TW,台橡,25.0,單跳空、漲停、漲幅達標、周1K,買,94,A強勢追蹤,5.52,>MA5,糾結,4116.3,tracking,,,,,,,,,
2026-08-07,2302.TW,麗正,42.9,巧妙點、周1K,買,67,B可追蹤,2.52,>MA5,糾結,3180.3,tracking,,,,,,,,,
2026-08-07,2317.TW,鴻海,260.0,周1K,買,69,B可追蹤,2.65,>MA5,多頭,38687.2,tracking,,,,,,,,,
2026-08-07,2328.TW,廣宇,45.1,廣義上升三法,買,55,C觀察,2.23,>MA5,糾結,3054.2,tracking,,,,,,,,,
2026-08-07,2344.TW,華邦電,163.5,周1K,買,55,C觀察,4.64,>MA5,糾結,176484.0,tracking,,,,,,,,,
2026-08-07,2354.TW,鴻準,61.8,周1K,買,74,B可追蹤,3.64,>MA5,多頭,81326.2,tracking,,,,,,,,,
2026-08-07,2359.TW,所羅門,143.5,廣義上升三法,買,55,C觀察,4.98,>MA5,糾結,8857.6,tracking,,,,,,,,,
2026-08-07,2362.TW,藍天,50.5,周1K,買,73,B可追蹤,7.63,>MA5,多頭,4198.5,tracking,,,,,,,,,
2026-08-07,2369.TW,菱生,34.25,廣義上升三法、周1K,買,76,A強勢追蹤,2.51,>MA5,糾結,8771.5,tracking,,,,,,,,,
2026-08-07,2371.TW,大同,25.95,廣義上升三法、下降趨勢線突破(中長期),買,63,C觀察,0.17,>MA5,糾結,6942.3,tracking,,,,,,,,,
2026-08-07,2377.TW,微星,154.0,周1K,買,55,C觀察,4.58,>MA5,糾結,17400.9,tracking,,,,,,,,,
2026-08-07,2388.TW,威盛,77.9,周1K,買,60,C觀察,3.79,MA5~10,多頭,4528.8,tracking,,,,,,,,,
2026-08-07,2395.TW,研華,634.0,廣義上升三法、周1K,買,99,A強勢追蹤,6.08,>MA5,多頭,6226.6,tracking,,,,,,,,,
2026-08-07,2397.TW,友通,66.2,廣義上升三法、漲幅達標、下降趨勢線突破(中長期)、周1K,買,92,A強勢追蹤,7.79,>MA5,糾結,1946.1,tracking,,,,,,,,,
2026-08-07,2399.TW,映泰,42.55,廣義上升三法、周1K,買,76,A強勢追蹤,4.47,>MA5,糾結,7043.2,tracking,,,,,,,,,
2026-08-07,2404.TW,漢唐,1170.0,廣義上升三法、周1K,買,72,B可追蹤,3.15,>MA5,糾結,1767.5,tracking,,,,,,,,,
2026-08-07,2408.TW,南亞科,457.0,廣義上升三法、周1K,買,76,A強勢追蹤,7.13,>MA5,糾結,70438.3,tracking,,,,,,,,,
2026-08-07,2421.TW,建準,151.5,周1K,買,65,B可追蹤,4.71,>MA5,多頭,6058.8,tracking,,,,,,,,,
2026-08-07,2425.TW,承啟,52.9,漲停、廣義上升三法、漲幅達標、周1K,買,100,A強勢追蹤,8.43,>MA5,多頭,14440.0,tracking,,,,,,,,,
2026-08-07,2441.TW,超豐,123.0,周1K,買,55,C觀察,5.72,>MA5,糾結,6648.9,tracking,,,,,,,,,
2026-08-07,2442.TW,新美齊,19.4,3K反轉、廣義上升三法、KD高腳、下降趨勢線突破(短期),買,74,B可追蹤,0.16,>MA5,空頭,1203.0,tracking,,,,,,,,,
2026-08-07,2451.TW,創見,297.0,巧妙點、廣義上升三法,買,90,A強勢追蹤,3.85,>MA5,多頭,9724.0,tracking,,,,,,,,,
2026-08-07,2455.TW,全新,372.0,周1K,買,65,B可追蹤,12.17,>MA5,多頭,35122.4,tracking,,,,,,,,,
2026-08-07,2464.TW,盟立,173.5,周1K,買,55,C觀察,8.16,>MA5,糾結,26434.7,tracking,,,,,,,,,
2026-08-07,2527.TW,宏璟,47.1,廣義上升三法,買,56,C觀察,3.37,>MA5,糾結,1592.9,tracking,,,,,,,,,
2026-08-07,2603.TW,長榮,207.5,3K反轉、下降趨勢線突破(中長期),買,70,B可追蹤,1.66,>MA5,多頭,5997.5,tracking,,,,,,,,,
2026-08-07,2605.TW,新興,32.55,3K反轉、廣義上升三法,買,92,A強勢追蹤,2.89,>MA5,多頭,4771.6,tracking,,,,,,,,,
2026-08-07,2606.TW,裕民,67.5,3K反轉、布林縮窄突破、廣義上升三法、周1K,買,100,A強勢追蹤,3.02,>MA5,多頭,8510.8,tracking,,,,,,,,,
2026-08-07,2618.TW,長榮航,44.4,3K反轉、廣義上升三法,買,92,A強勢追蹤,2.86,>MA5,多頭,37269.4,tracking,,,,,,,,,
2026-08-07,2637.TW,慧洋-KY,87.9,3K反轉、廣義上升三法、下降趨勢線突破(中短期)、周1K,買,100,A強勢追蹤,3.83,>MA5,多頭,3827.6,tracking,,,,,,,,,
2026-08-07,2867.TW,三商壽,9.77,廣義上升三法,買,64,C觀察,2.38,MA5~10,多頭,17496.0,tracking,,,,,,,,,
2026-08-07,2880.TW,華南金,44.05,廣義上升三法,買,69,B可追蹤,2.78,>MA5,多頭,25496.4,tracking,,,,,,,,,
2026-08-07,2884.TW,玉山金,38.15,廣義上升三法,買,62,C觀察,1.67,>MA5,多頭,17323.6,tracking,,,,,,,,,
2026-08-07,2915.TW,潤泰全,51.9,3K反轉、廣義上升三法、KD高腳,買,84,A強勢追蹤,-0.15,>MA5,多頭,1506.2,tracking,,,,,,,,,
2026-08-07,3006.TW,晶豪科,256.5,廣義上升三法、周1K,買,84,A強勢追蹤,11.99,>MA5,糾結,19472.0,tracking,,,,,,,,,
2026-08-07,3017.TW,奇鋐,2785.0,周1K,買,73,B可追蹤,7.87,>MA5,多頭,4132.9,tracking,,,,,,,,,
2026-08-07,3022.TW,威強電,103.0,廣義上升三法、周1K,買,99,A強勢追蹤,8.07,>MA5,多頭,6847.2,tracking,,,,,,,,,
2026-08-07,3028.TW,增你強,72.6,廣義上升三法、下降趨勢線突破(中長期),買,65,B可追蹤,6.0,>MA5,糾結,1571.8,tracking,,,,,,,,,
2026-08-07,3034.TW,聯詠,542.0,廣義上升三法、周1K,買,79,A強勢追蹤,1.26,>MA5,多頭,3478.5,tracking,,,,,,,,,
2026-08-07,3037.TW,欣興,955.0,周1K,買,55,C觀察,6.58,>MA5,糾結,21565.2,tracking,,,,,,,,,
2026-08-07,3048.TW,益登,58.4,周1K,買,63,C觀察,8.44,>MA5,糾結,4249.5,tracking,,,,,,,,,
2026-08-07,3189.TW,景碩,823.0,周1K,買,55,C觀察,7.66,>MA5,糾結,16088.4,tracking,,,,,,,,,
2026-08-07,3416.TW,融程電,191.0,廣義上升三法、周1K,買,77,A強勢追蹤,4.71,>MA5,糾結,1331.5,tracking,,,,,,,,,
2026-08-07,3443.TW,創意,4545.0,廣義上升三法,買,56,C觀察,5.38,>MA5,糾結,1909.6,tracking,,,,,,,,,
2026-08-07,3450.TW,聯鈞,477.0,周1K,買,55,C觀察,5.69,>MA5,糾結,16987.7,tracking,,,,,,,,,
2026-08-07,3504.TW,揚明光,77.1,巧妙點、廣義上升三法、周1K,買,100,A強勢追蹤,6.06,>MA5,多頭,1771.8,tracking,,,,,,,,,
2026-08-07,3605.TW,宏致,107.5,周1K,買,73,B可追蹤,12.13,>MA5,多頭,11175.6,tracking,,,,,,,,,
2026-08-07,3653.TW,健策,4450.0,廣義上升三法、周1K,買,90,A強勢追蹤,16.75,>MA5,多頭,2141.7,tracking,,,,,,,,,
2026-08-07,3661.TW,世芯-KY,3715.0,廣義上升三法,買,56,C觀察,2.64,>MA5,糾結,2270.7,tracking,,,,,,,,,
2026-08-07,3702.TW,大聯大,125.5,周1K,買,73,B可追蹤,7.88,>MA5,多頭,15203.4,tracking,,,,,,,,,
2026-08-07,3714.TW,富采,59.4,廣義上升三法,買,60,C觀察,4.33,>MA5,糾結,10283.5,tracking,,,,,,,,,
2026-08-07,3716.TW,中化控股,34.95,3K反轉、單跳空、島狀反轉、KD高腳、漲幅達標、下降趨勢線突破(中短期),買,73,B可追蹤,1.23,>MA5,空頭,1830.3,tracking,,,,,,,,,
2026-08-07,3717.TW,聯嘉投控,24.05,3K反轉、單跳空、島狀反轉、下降趨勢線突破(中短期),買,78,A強勢追蹤,0.87,>MA5,糾結,10505.7,tracking,,,,,,,,,
2026-08-07,4142.TW,國光生,17.7,布林縮窄突破、廣義上升三法,買,74,B可追蹤,1.53,>MA5,糾結,2200.6,tracking,,,,,,,,,
2026-08-07,4540.TW,全球傳動,60.0,廣義上升三法、漲幅達標,買,75,A強勢追蹤,7.86,>MA5,糾結,12977.0,tracking,,,,,,,,,
2026-08-07,4566.TW,時碩工業,76.3,漲停、廣義上升三法、漲幅達標、周1K,買,100,A強勢追蹤,7.64,>MA5,多頭,9809.0,tracking,,,,,,,,,
2026-08-07,4916.TW,事欣科,108.0,周1K,買,55,C觀察,3.01,>MA5,糾結,5034.6,tracking,,,,,,,,,
2026-08-07,4961.TW,天鈺,172.5,廣義上升三法、周1K,買,77,A強勢追蹤,3.13,>MA5,糾結,1493.4,tracking,,,,,,,,,
2026-08-07,5538.TW,東明-KY,35.4,單跳空、廣義上升三法、島狀反轉,買,89,A強勢追蹤,2.18,>MA5,糾結,1123.8,tracking,,,,,,,,,
2026-08-07,6112.TW,邁達特,45.9,廣義上升三法、周1K,買,81,A強勢追蹤,4.68,>MA5,糾結,1128.3,tracking,,,,,,,,,
2026-08-07,6177.TW,達麗,48.8,廣義上升三法、下降趨勢線突破(中長期),買,76,A強勢追蹤,2.17,>MA5,多頭,2405.0,tracking,,,,,,,,,
2026-08-07,6202.TW,盛群,59.9,廣義上升三法、周1K,買,59,C觀察,-0.9,>MA5,糾結,3022.2,tracking,,,,,,,,,
2026-08-07,6206.TW,飛捷,144.0,周1K,買,69,B可追蹤,5.36,>MA5,多頭,2177.2,tracking,,,,,,,,,
2026-08-07,6209.TW,今國光,74.3,周1K,買,55,C觀察,2.25,>MA5,糾結,8098.8,tracking,,,,,,,,,
2026-08-07,6213.TW,聯茂,389.0,廣義上升三法、周1K,買,81,A強勢追蹤,12.13,>MA5,糾結,50722.0,tracking,,,,,,,,,
2026-08-07,6269.TW,台郡,66.6,廣義上升三法、周1K,買,89,A強勢追蹤,9.58,>MA5,糾結,16387.9,tracking,,,,,,,,,
2026-08-07,6271.TW,同欣電,193.5,廣義上升三法、周1K,買,61,C觀察,0.04,>MA5,糾結,11492.3,tracking,,,,,,,,,
2026-08-07,6414.TW,樺漢,474.0,巧妙點、廣義上升三法,買,94,A強勢追蹤,8.38,>MA5,多頭,2323.5,tracking,,,,,,,,,
2026-08-07,6426.TW,統新,187.0,漲停、漲幅達標,買,63,C觀察,8.44,>MA5,糾結,1261.5,tracking,,,,,,,,,
2026-08-07,6451.TW,訊芯-KY,452.0,三白兵、周1K,買,73,B可追蹤,7.46,>MA5,糾結,9222.8,tracking,,,,,,,,,
2026-08-07,6531.TW,愛普*,951.0,三白兵、單跳空、周1K,買,81,A強勢追蹤,11.3,>MA5,糾結,2214.0,tracking,,,,,,,,,
2026-08-07,6533.TW,晶心科,256.0,漲停、廣義上升三法、漲幅達標、下降趨勢線突破(中短期、中長期)、周1K,買,100,A強勢追蹤,9.19,>MA5,糾結,4493.0,tracking,,,,,,,,,
2026-08-07,6669.TW,緯穎,6265.0,周1K,買,69,B可追蹤,10.7,>MA5,多頭,1342.3,tracking,,,,,,,,,
2026-08-07,6691.TW,洋基工程,735.0,單跳空、廣義上升三法、周1K,買,89,A強勢追蹤,3.61,>MA5,糾結,1090.8,tracking,,,,,,,,,
2026-08-07,6770.TW,力積電,66.6,周1K,買,63,C觀察,7.52,>MA5,糾結,444029.4,tracking,,,,,,,,,
2026-08-07,6781.TW,AES-KY,1145.0,單跳空、廣義上升三法,買,71,B可追蹤,6.12,>MA5,糾結,2630.3,tracking,,,,,,,,,
2026-08-07,6782.TW,視陽,218.0,廣義上升三法、下降趨勢線突破(中長期)、周1K,買,82,A強勢追蹤,4.95,>MA5,糾結,1178.6,tracking,,,,,,,,,
2026-08-07,6805.TW,富世達,1760.0,3K反轉、三白兵、漲停、漲幅達標,買,100,A強勢追蹤,15.0,>MA5,多頭,3155.3,tracking,,,,,,,,,
2026-08-07,6901.TW,鑽石投資,17.95,廣義上升三法、周1K,買,59,C觀察,-0.53,>MA5,糾結,3162.5,tracking,,,,,,,,,
2026-08-07,7711.TW,永擎,375.0,雙跳空、單跳空,買,81,A強勢追蹤,10.3,>MA5,多頭,2469.4,tracking,,,,,,,,,
2026-08-07,7788.TW,松川精密,235.0,廣義上升三法、漲幅達標、周1K,買,84,A強勢追蹤,4.29,>MA5,糾結,2819.3,tracking,,,,,,,,,
2026-08-07,8039.TW,台虹,237.5,單跳空、漲停、廣義上升三法、漲幅達標,買,86,A強勢追蹤,19.15,>MA5,糾結,7217.6,tracking,,,,,,,,,
2026-08-07,8114.TW,振樺電,225.5,巧妙點,買,68,B可追蹤,6.16,>MA5,多頭,1164.3,tracking,,,,,,,,,
2026-08-07,8454.TW,富邦媒,283.5,3K反轉、漲停、廣義上升三法、漲幅達標、周1K,買,100,A強勢追蹤,4.51,>MA5,糾結,1049.6,tracking,,,,,,,,,
2026-08-07,9921.TW,巨大,92.4,周1K,買,78,A強勢追蹤,7.1,>MA5,多頭,3041.4,tracking,,,,,,,,,
2026-08-07,9934.TW,成霖,10.95,3K反轉、單跳空、廣義上升三法、周1K,買,100,A強勢追蹤,2.11,>MA5,糾結,1740.6,tracking,,,,,,,,,
2026-08-07,9939.TW,宏全,144.5,廣義上升三法、周1K,買,100,A強勢追蹤,6.05,>MA5,多頭,3048.9,tracking,,,,,,,,,
2026-08-07,9941.TW,裕融,84.3,布林縮窄突破、廣義上升三法、下降趨勢線突破(中長期)、周1K,買,95,A強勢追蹤,1.37,>MA5,糾結,2158.1,tracking,,,,,,,,,
2026-08-07,9945.TW,潤泰新,26.75,3K反轉,買,64,C觀察,0.48,>MA5,多頭,5730.5,tracking,,,,,,,,,
2026-08-07,9958.TW,世紀鋼,113.5,廣義上升三法、周1K,買,78,A強勢追蹤,1.24,>MA5,糾結,3050.9,tracking,,,,,,,,,
2026-08-07,1785.TWO,光洋科,115.0,廣義上升三法,買,55,C觀察,2.51,>MA5,糾結,6323.0,tracking,,,,,,,,,
2026-08-07,1815.TWO,富喬,85.9,廣義上升三法,買,63,C觀察,5.06,>MA5,糾結,31275.0,tracking,,,,,,,,,
2026-08-07,2070.TWO,精湛,59.3,雙跳空、單跳空,買,71,B可追蹤,5.91,>MA5,糾結,1354.2,tracking,,,,,,,,,
2026-08-07,3088.TWO,艾訊,136.5,廣義上升三法,買,56,C觀察,3.2,>MA5,糾結,1876.3,tracking,,,,,,,,,
2026-08-07,3114.TWO,好德,38.8,三白兵、單跳空、廣義上升三法、島狀反轉、周1K,買,100,A強勢追蹤,5.81,>MA5,糾結,5382.1,tracking,,,,,,,,,
2026-08-07,3141.TWO,晶宏,79.0,廣義上升三法、周1K,買,90,A強勢追蹤,5.97,>MA5,多頭,2986.4,tracking,,,,,,,,,
2026-08-07,3213.TWO,茂訊,138.5,周1K,買,61,C觀察,4.76,>MA5,多頭,2605.0,tracking,,,,,,,,,
2026-08-07,3293.TWO,鈊象,799.0,廣義上升三法、下降趨勢線突破(中長期)、周1K,買,97,A強勢追蹤,2.19,>MA5,多頭,2739.6,tracking,,,,,,,,,
2026-08-07,3324.TWO,雙鴻,1060.0,3K反轉、單跳空、漲停、廣義上升三法、漲幅達標,買,100,A強勢追蹤,9.44,>MA5,多頭,7041.0,tracking,,,,,,,,,
2026-08-07,3441.TWO,聯一光,84.4,巧妙點,買,59,C觀察,5.35,MA5~10,多頭,17408.4,tracking,,,,,,,,,
2026-08-07,3498.TWO,陽程,116.5,廣義上升三法、周1K,買,77,A強勢追蹤,5.48,>MA5,糾結,1929.6,tracking,,,,,,,,,
2026-08-07,3577.TWO,泓格,142.0,廣義上升三法,買,56,C觀察,7.78,>MA5,糾結,1464.5,tracking,,,,,,,,,
2026-08-07,3594.TWO,磐儀,60.0,廣義上升三法、周1K,買,99,A強勢追蹤,7.69,>MA5,多頭,7399.0,tracking,,,,,,,,,
2026-08-07,3685.TWO,元創精密,38.1,3K反轉、漲停、廣義上升三法、KD高腳、漲幅達標、下降趨勢線突破(中短期),買,100,A強勢追蹤,8.13,>MA5,空頭,2175.0,tracking,,,,,,,,,
2026-08-07,4123.TWO,晟德,39.1,廣義上升三法、周1K,買,79,A強勢追蹤,0.84,>MA5,多頭,2015.7,tracking,,,,,,,,,
2026-08-07,4167.TWO,松瑞藥,19.75,單跳空、廣義上升三法、島狀反轉、下降趨勢線突破(中短期),買,88,A強勢追蹤,2.82,>MA5,糾結,2841.7,tracking,,,,,,,,,
2026-08-07,4931.TWO,新盛力,216.5,周1K,買,55,C觀察,2.23,>MA5,糾結,16184.1,tracking,,,,,,,,,
2026-08-07,4973.TWO,廣穎,162.5,漲停、漲幅達標、周1K,買,96,A強勢追蹤,9.86,>MA5,糾結,5235.0,tracking,,,,,,,,,
2026-08-07,4991.TWO,環宇-KY,465.0,三白兵、廣義上升三法、下降趨勢線突破(中長期),買,75,A強勢追蹤,8.39,>MA5,糾結,1247.1,tracking,,,,,,,,,
2026-08-07,5314.TWO,世紀*,59.5,廣義上升三法,買,55,C觀察,3.76,>MA5,糾結,3960.0,tracking,,,,,,,,,
2026-08-07,5351.TWO,鈺創,104.0,周1K,買,55,C觀察,11.56,>MA5,糾結,60280.5,tracking,,,,,,,,,
2026-08-07,5392.TWO,能率,46.05,周1K,買,55,C觀察,4.81,>MA5,糾結,5436.9,tracking,,,,,,,,,
2026-08-07,5490.TWO,同亨,33.35,廣義上升三法,買,56,C觀察,3.38,MA5~10,多頭,1730.0,tracking,,,,,,,,,
2026-08-07,5904.TWO,寶雅,720.0,廣義上升三法、周1K,買,72,B可追蹤,4.7,>MA5,糾結,1352.0,tracking,,,,,,,,,
2026-08-07,6179.TWO,亞通,27.05,廣義上升三法、周1K,買,70,B可追蹤,1.92,>MA5,糾結,1184.8,tracking,,,,,,,,,
2026-08-07,6187.TWO,萬潤,1130.0,周1K,買,61,C觀察,6.27,>MA5,多頭,2576.9,tracking,,,,,,,,,
2026-08-07,6217.TWO,中探針,165.0,廣義上升三法,買,56,C觀察,5.26,>MA5,糾結,1532.5,tracking,,,,,,,,,
2026-08-07,6265.TWO,方土昶,55.4,廣義上升三法、周1K,買,89,A強勢追蹤,8.11,>MA5,糾結,5751.8,tracking,,,,,,,,,
2026-08-07,6274.TWO,台燿,1440.0,周1K,買,55,C觀察,5.92,>MA5,糾結,8844.1,tracking,,,,,,,,,
2026-08-07,6279.TWO,胡連,126.5,布林縮窄突破、單跳空、廣義上升三法、周1K,買,100,A強勢追蹤,2.56,>MA5,糾結,3605.7,tracking,,,,,,,,,
2026-08-07,6509.TWO,聚和,47.5,廣義上升三法、周1K,買,70,B可追蹤,0.49,>MA5,糾結,1125.4,tracking,,,,,,,,,
2026-08-07,6532.TWO,瑞耘,82.1,廣義上升三法、漲幅達標,買,71,B可追蹤,6.79,>MA5,糾結,1189.8,tracking,,,,,,,,,
2026-08-07,6547.TWO,高端疫苗,51.6,廣義上升三法、周1K,買,86,A強勢追蹤,4.4,>MA5,多頭,5128.9,tracking,,,,,,,,,
2026-08-07,6913.TWO,鴻呈,146.0,單跳空、廣義上升三法、周1K,買,100,A強勢追蹤,7.46,>MA5,多頭,2286.8,tracking,,,,,,,,,
2026-08-07,7777.TWO,能率亞洲,41.7,周1K,買,59,C觀察,6.02,>MA5,糾結,2428.0,tracking,,,,,,,,,
2026-08-07,8050.TWO,廣積,69.0,廣義上升三法、漲幅達標、周1K,買,98,A強勢追蹤,9.37,>MA5,多頭,16245.1,tracking,,,,,,,,,
2026-08-07,8234.TWO,新漢,70.0,廣義上升三法,買,56,C觀察,3.4,>MA5,糾結,1688.9,tracking,,,,,,,,,
