scan_date,代碼,股票名稱,entry_price,訊號類型,訊號方向,訊號分數,追蹤等級,RS加權報酬%,MA位置,MA排列,成交量(張),status
2026-08-11,3003.TW,健和興,70.5,雙跳空、單跳空、下降趨勢線突破(中長期)、周1K,買,95,A強勢追蹤,7.42,>MA5,糾結,4882.8,tracking
2026-08-11,3017.TW,奇鋐,2760.0,廣義上升三法,買,68,B可追蹤,6.87,MA5~10,多頭,3136.9,tracking
2026-08-11,3023.TW,信邦,318.5,3K反轉、廣義上升三法,買,75,A強勢追蹤,1.68,>MA5,多頭,1217.6,tracking
2026-08-11,3026.TW,禾伸堂,646.0,三白兵、單跳空、雙漲停、漲停、廣義上升三法、漲幅達標、周1K,買,100,A強勢追蹤,2.98,>MA5,糾結,22659.7,tracking
2026-08-11,3033.TW,威健,50.4,廣義上升三法、周1K,買,63,C觀察,0.93,>MA5,糾結,8580.7,tracking
2026-08-11,3037.TW,欣興,992.0,巧妙點、廣義上升三法,買,76,A強勢追蹤,4.53,>MA5,多頭,5158.0,tracking
2026-08-11,3044.TW,健鼎,441.5,單跳空、漲停、島狀反轉、漲幅達標,買,87,A強勢追蹤,3.83,>MA5,糾結,8893.9,tracking
2026-08-11,3046.TW,建碁,60.3,周1K,買,73,B可追蹤,5.32,>MA5,多頭,1551.2,tracking
2026-08-11,3048.TW,益登,58.8,廣義上升三法,買,70,B可追蹤,2.74,>MA5,多頭,5284.2,tracking
2026-08-11,3090.TW,日電貿,174.5,三白兵、廣義上升三法、漲幅達標、周1K,買,71,B可追蹤,0.08,>MA5,糾結,32363.1,tracking
2026-08-11,3094.TW,聯傑,37.6,廣義上升三法、周1K,買,66,B可追蹤,2.05,>MA5,糾結,1501.3,tracking
2026-08-11,3189.TW,景碩,842.0,廣義上升三法,買,61,C觀察,3.58,>MA5,多頭,2947.9,tracking
2026-08-11,3229.TW,晟鈦,51.0,周1K,買,56,C觀察,8.67,>MA5,多頭,1494.8,tracking
2026-08-11,3231.TW,緯創,191.0,巧妙點、廣義上升三法,買,84,A強勢追蹤,5.85,>MA5,多頭,34395.3,tracking
2026-08-11,3443.TW,創意,4955.0,廣義上升三法、漲幅達標、下降趨勢線突破(中長期)、周1K,買,99,A強勢追蹤,8.73,>MA5,多頭,3458.3,tracking
2026-08-11,3652.TW,精聯,37.35,廣義上升三法,買,78,A強勢追蹤,8.53,>MA5,多頭,5557.3,tracking
2026-08-11,3712.TW,永崴投控,22.4,廣義上升三法、周1K,買,79,A強勢追蹤,10.85,>MA5,多頭,1315.5,tracking
2026-08-11,4763.TW,材料*-KY,51.6,3K反轉、廣義上升三法、下降趨勢線突破(中短期),買,98,A強勢追蹤,3.89,>MA5,多頭,15167.5,tracking
2026-08-11,4938.TW,和碩,89.0,廣義上升三法,買,62,C觀察,1.79,>MA5,多頭,12158.5,tracking
2026-08-11,5871.TW,中租-KY,115.5,3K反轉、下降趨勢線突破(中短期)、周1K,買,60,C觀察,0.38,>MA5,空頭,12241.6,tracking
2026-08-11,6108.TW,競國,19.55,3K反轉、單跳空、廣義上升三法、下降趨勢線突破(中長期),買,100,A強勢追蹤,5.66,>MA5,多頭,2028.9,tracking
2026-08-11,6139.TW,亞翔,812.0,巧妙點、廣義上升三法,買,59,C觀察,0.47,>MA5,糾結,3388.4,tracking
2026-08-11,6152.TW,百一,14.8,雙跳空、單跳空、下降趨勢線突破(中長期),買,89,A強勢追蹤,8.65,>MA5,多頭,6234.1,tracking
2026-08-11,6202.TW,盛群,64.3,巧妙點、廣義上升三法、周1K,買,88,A強勢追蹤,2.04,>MA5,糾結,3448.9,tracking
2026-08-11,6213.TW,聯茂,452.0,三白兵、廣義上升三法,買,70,B可追蹤,16.69,>MA5,多頭,16699.1,tracking
2026-08-11,6269.TW,台郡,67.4,廣義上升三法,買,78,A強勢追蹤,6.92,>MA5,多頭,7862.1,tracking
2026-08-11,6426.TW,統新,218.0,廣義上升三法,買,61,C觀察,10.34,>MA5,多頭,1755.6,tracking
2026-08-11,6446.TW,藥華藥,1460.0,漲停、廣義上升三法、漲幅達標、下降趨勢線突破(中短期)、周1K,買,100,A強勢追蹤,8.42,>MA5,多頭,5595.6,tracking
2026-08-11,6456.TW,GIS-KY,70.6,單跳空、廣義上升三法、周1K,買,97,A強勢追蹤,5.25,>MA5,糾結,10733.8,tracking
2026-08-11,6533.TW,晶心科,250.0,廣義上升三法,買,65,B可追蹤,4.69,>MA5,多頭,4569.7,tracking
2026-08-11,6589.TW,台康生技,52.6,廣義上升三法、周1K,買,80,A強勢追蹤,4.75,>MA5,多頭,1429.7,tracking
2026-08-11,6672.TW,騰輝電子-KY,257.0,廣義上升三法,買,60,C觀察,3.89,>MA5,糾結,6953.5,tracking
2026-08-11,6770.TW,力積電,67.0,廣義上升三法,買,55,C觀察,2.09,>MA5,糾結,110508.2,tracking
2026-08-11,6805.TW,富世達,1790.0,廣義上升三法,買,78,A強勢追蹤,9.14,>MA5,多頭,3275.3,tracking
2026-08-11,6834.TW,天二科技,106.0,雙漲停、漲停、廣義上升三法、漲幅達標、周1K,買,89,A強勢追蹤,1.48,>MA5,糾結,10842.9,tracking
2026-08-11,6933.TW,AMAX-KY,188.0,雙跳空、單跳空、廣義上升三法、周1K,買,100,A強勢追蹤,5.44,>MA5,糾結,1570.4,tracking
2026-08-11,8033.TW,雷虎,189.0,3K反轉、漲停、廣義上升三法、漲幅達標、下降趨勢線突破(中短期),買,72,B可追蹤,-4.66,>MA5,糾結,8815.9,tracking
2026-08-11,8081.TW,致新,270.0,廣義上升三法、周1K,買,64,C觀察,1.8,>MA5,多頭,1737.3,tracking
2026-08-11,8112.TW,至上,100.0,單跳空、廣義上升三法、漲幅達標、周1K,買,100,A強勢追蹤,7.07,>MA5,多頭,72786.2,tracking
2026-08-11,8150.TW,南茂,99.0,廣義上升三法、周1K,買,57,C觀察,3.95,>MA5,糾結,100397.6,tracking
2026-08-11,8213.TW,志超,32.55,單跳空、廣義上升三法、下降趨勢線突破(中長期),買,67,B可追蹤,1.55,>MA5,糾結,1264.1,tracking
2026-08-11,9914.TW,美利達,94.3,漲停、廣義上升三法、漲幅達標、周1K,買,100,A強勢追蹤,9.58,>MA5,多頭,12284.1,tracking
2026-08-11,9921.TW,巨大,111.5,三白兵、雙漲停、漲停、廣義上升三法、漲幅達標、周1K,買,100,A強勢追蹤,13.77,>MA5,多頭,9749.2,tracking
2026-08-11,9941.TW,裕融,85.4,廣義上升三法,買,65,B可追蹤,2.16,>MA5,多頭,1103.5,tracking
2026-08-11,2061.TWO,風青,63.1,三白兵、廣義上升三法,買,62,C觀察,2.98,>MA5,多頭,4304.3,tracking
2026-08-11,3081.TWO,聯亞,2480.0,廣義上升三法,買,61,C觀察,11.78,>MA5,多頭,1157.9,tracking
2026-08-11,3211.TWO,順達,400.0,三白兵、廣義上升三法、漲幅達標、周1K,買,86,A強勢追蹤,3.53,>MA5,糾結,20750.7,tracking
2026-08-11,3234.TWO,光環,121.5,廣義上升三法、下降趨勢線突破(中長期),買,58,C觀察,3.66,>MA5,多頭,2859.7,tracking
2026-08-11,3293.TWO,鈊象,804.0,廣義上升三法、下降趨勢線突破(中長期),買,70,B可追蹤,3.3,>MA5,多頭,1799.5,tracking
2026-08-11,3324.TWO,雙鴻,1045.0,廣義上升三法,買,74,B可追蹤,6.21,>MA5,多頭,2332.5,tracking
2026-08-11,3490.TWO,單井,32.0,廣義上升三法,買,70,B可追蹤,4.21,>MA5,多頭,3487.2,tracking
2026-08-11,3537.TWO,堡達,57.0,漲停、廣義上升三法、漲幅達標、周1K,買,85,A強勢追蹤,0.03,>MA5,糾結,2066.0,tracking
2026-08-11,3624.TWO,光頡,85.2,廣義上升三法、下降趨勢線突破(中長期)、周1K,買,67,B可追蹤,0.47,>MA5,糾結,12266.9,tracking
2026-08-11,4147.TWO,中裕,63.5,廣義上升三法、周1K,買,66,B可追蹤,2.01,>MA5,糾結,1844.3,tracking
2026-08-11,4157.TWO,太景*-KY,9.02,3K反轉、單跳空、廣義上升三法、下降趨勢線突破(中長期),買,100,A強勢追蹤,2.72,>MA5,糾結,1614.3,tracking
2026-08-11,4716.TWO,大立,18.9,3K反轉、廣義上升三法、漲幅達標、周1K,買,75,A強勢追蹤,-0.39,>MA5,糾結,3910.1,tracking
2026-08-11,4931.TWO,新盛力,255.0,三白兵、單跳空、廣義上升三法、漲幅達標、周1K,買,100,A強勢追蹤,9.85,>MA5,糾結,21481.0,tracking
2026-08-11,4939.TWO,亞電,61.7,廣義上升三法,買,55,C觀察,5.7,>MA5,糾結,6034.6,tracking
2026-08-11,5328.TWO,華容,66.0,3K反轉、KD高腳,買,59,C觀察,0.6,>MA5,糾結,30244.2,tracking
2026-08-11,5351.TWO,鈺創,119.5,廣義上升三法、周1K,買,88,A強勢追蹤,13.38,>MA5,多頭,12824.8,tracking
2026-08-11,5371.TWO,中光電,87.6,3K反轉、廣義上升三法、周1K,買,91,A強勢追蹤,0.11,>MA5,糾結,10952.8,tracking
2026-08-11,5426.TWO,振發,30.8,漲停、廣義上升三法、漲幅達標、周1K,買,100,A強勢追蹤,6.75,>MA5,糾結,3543.4,tracking
2026-08-11,5443.TWO,均豪,107.5,雙跳空、單跳空、廣義上升三法,買,86,A強勢追蹤,4.25,>MA5,糾結,5440.3,tracking
2026-08-11,5475.TWO,德宏,135.0,單跳空、廣義上升三法、島狀反轉、漲幅達標、下降趨勢線突破(中長期),買,57,C觀察,-4.55,>MA5,糾結,15465.9,tracking
2026-08-11,6121.TWO,新普,434.5,單跳空、漲停、廣義上升三法、漲幅達標、周1K,買,100,A強勢追蹤,6.24,>MA5,糾結,2669.7,tracking
2026-08-11,6173.TWO,信昌電,185.0,漲停、廣義上升三法、漲幅達標、周1K,買,66,B可追蹤,-1.56,>MA5,糾結,18650.9,tracking
2026-08-11,6227.TWO,茂綸,131.0,3K反轉、單跳空、廣義上升三法、下降趨勢線突破(中長期),買,100,A強勢追蹤,4.88,>MA5,多頭,1039.5,tracking
2026-08-11,6274.TWO,台燿,1605.0,3K反轉、漲停、巧妙點、漲幅達標、下降趨勢線突破(中長期)、周1K,買,100,A強勢追蹤,7.63,>MA5,多頭,3532.6,tracking
2026-08-11,6279.TWO,胡連,130.5,廣義上升三法,買,65,B可追蹤,4.08,>MA5,多頭,1430.5,tracking
2026-08-11,6547.TWO,高端疫苗,52.0,廣義上升三法,買,65,B可追蹤,4.91,>MA5,多頭,2047.9,tracking
2026-08-11,6642.TWO,富致,86.0,廣義上升三法,買,74,B可追蹤,5.36,>MA5,多頭,1507.5,tracking
2026-08-11,6761.TWO,穩得,174.0,廣義上升三法,買,56,C觀察,4.45,>MA5,糾結,1294.4,tracking
2026-08-11,6922.TWO,宸曜,213.0,廣義上升三法、周1K,買,84,A強勢追蹤,7.96,>MA5,多頭,1121.0,tracking
2026-08-11,8043.TWO,蜜望實,147.5,漲停、漲幅達標、周1K,買,60,C觀察,0.83,>MA5,糾結,12496.5,tracking
2026-08-11,8227.TWO,巨有科技,158.0,漲停、廣義上升三法、漲幅達標,買,69,B可追蹤,0.83,>MA5,糾結,1040.6,tracking
2026-08-11,8299.TWO,群聯,2090.0,廣義上升三法,買,60,C觀察,3.88,>MA5,糾結,3090.0,tracking
2026-08-11,8358.TWO,金居,380.5,漲停、廣義上升三法、漲幅達標、下降趨勢線突破(中長期),買,56,C觀察,-0.86,>MA5,糾結,27577.3,tracking
2026-08-11,8436.TWO,大江,126.00,布林縮窄突破、周1K,買,74,B可追蹤,4.41,>MA5,多頭,2899.2,tracking
