scan_date,代碼,股票名稱,entry_price,訊號類型,訊號分數,追蹤等級,RS加權報酬%,MA位置,MA排列,K值,D值,週K值,週D值,MACD柱,趨勢突破,量能倍數,status,source_file,days_tracked,return_3d%,return_5d%,return_10d%,max_gain_5d%,max_drawdown_5d%,max_gain_10d%,max_drawdown_10d%,is_success_5d,return_1d%,return_20d%,max_gain_20d%,max_drawdown_20d%,訊號方向,成交量(張)
2026-07-31,3441.TWO,聯一光,84.0,漲幅達標,60.0,C觀察,8.19,>MA5,多頭,70.2,61.1,60.3,65.3,1.373,-,-,tracking,signal_tracking_20260731.csv,4.0,1.67,,,14.05,-3.21,14.05,-3.21,0.0,10.0,,14.05,-3.21,,
2026-07-31,3520.TWO,華盈,18.45,週黃金交叉,77.0,A強勢追蹤,0.69,>MA5,多頭,71.9,64.0,54.7,50.7,0.1187,-,-,tracking,signal_tracking_20260731.csv,4.0,-1.08,,,6.78,-6.23,6.78,-6.23,0.0,-0.81,,6.78,-6.23,,
2026-07-31,3529.TWO,力旺,2475.0,漲幅達標、跳空、黃金交叉、週黃金交叉、MACD翻正,59.0,C觀察,-3.34,>MA5,空頭,43.4,37.2,17.2,16.2,14.7539,-,-,tracking,signal_tracking_20260731.csv,4.0,6.26,,,12.32,-5.86,12.32,-5.86,0.0,-3.43,,12.32,-5.86,,
2026-07-31,3543.TW,州巧,30.05,漲幅達標、週黃金交叉、MACD翻正、趨勢突破,86.0,A強勢追蹤,2.39,>MA5,空頭,41.4,22.7,19.3,15.3,0.0508,趨勢突破,2.81,tracking,signal_tracking_20260731.csv,4.0,10.82,,,21.8,6.99,21.8,6.99,0.0,9.82,,21.8,6.99,,
2026-07-31,4904.TW,遠傳,105.5,週黃金交叉,58.0,C觀察,1.15,MA5~10,多頭,71.6,75.3,57.6,57.5,0.6575,-,-,tracking,signal_tracking_20260731.csv,4.0,-4.27,,,-0.47,-5.31,-0.47,-5.31,0.0,-1.9,,-0.47,-5.31,,
2026-07-31,4915.TW,致伸,65.4,跳空、MACD翻正、趨勢突破,77.0,A強勢追蹤,-0.35,>MA5,空頭,43.2,34.5,22.2,30.9,0.071,趨勢突破,1.8,tracking,signal_tracking_20260731.csv,4.0,-2.6,,,-0.15,-6.12,-0.15,-6.12,0.0,-1.22,,-0.15,-6.12,,
2026-07-31,4967.TW,十銓,233.5,漲幅達標、跳空、趨勢突破,69.0,B可追蹤,-0.2,>MA5,糾結,70.3,57.4,23.0,27.6,1.9856,趨勢突破,1.64,tracking,signal_tracking_20260731.csv,4.0,13.7,,,20.77,-1.5,20.77,-1.5,0.0,2.78,,20.77,-1.5,,
2026-07-31,5471.TW,松翰,51.4,漲幅達標、跳空、黃金交叉、趨勢突破,57.0,C觀察,-5.05,>MA5,空頭,23.3,20.7,48.0,62.9,-1.4038,趨勢突破,1.58,tracking,signal_tracking_20260731.csv,4.0,7.0,,,10.51,-0.97,10.51,-0.97,0.0,6.03,,10.51,-0.97,,
2026-07-31,5490.TWO,同亨,33.05,即將黃金交叉、週黃金交叉,81.0,A強勢追蹤,4.05,>MA5,多頭,62.5,62.9,61.0,57.5,0.1268,-,-,tracking,signal_tracking_20260731.csv,4.0,-3.18,,,9.98,-4.24,9.98,-4.24,0.0,7.11,,9.98,-4.24,,
2026-07-31,5904.TWO,寶雅,720.0,週即將黃金交叉、MACD翻正,74.0,B可追蹤,4.7,>MA5,糾結,66.7,50.7,65.7,68.4,1.7952,-,-,tracking,signal_tracking_20260731.csv,3.0,-90.0,,,-90.0,-90.0,-90.0,-90.0,0.0,-90.0,,-90.0,-90.0,,
2026-07-31,6026.TWO,福邦證,14.1,跳空、黃金交叉、趨勢突破,58.0,C觀察,-2.38,>MA5,空頭,31.1,23.7,17.5,28.8,-0.0505,趨勢突破,0.93,tracking,signal_tracking_20260731.csv,4.0,0.35,,,1.42,-2.13,1.42,-2.13,0.0,-0.71,,1.42,-2.13,,
2026-07-31,6146.TWO,耕興,192.5,跳空、黃金交叉、MACD翻正、趨勢突破,100.0,A強勢追蹤,0.43,>MA5,空頭,43.4,36.7,16.2,21.1,0.249,趨勢突破,4.74,tracking,signal_tracking_20260731.csv,4.0,0.78,,,1.04,-2.86,1.04,-2.86,0.0,-0.78,,1.04,-2.86,,
2026-07-31,6214.TW,精誠,154.0,漲幅達標、跳空、週黃金交叉,95.0,A強勢追蹤,5.36,>MA5,多頭,81.0,72.7,53.8,50.8,1.008,-,-,tracking,signal_tracking_20260731.csv,4.0,-0.65,,,-0.32,-9.09,-0.32,-9.09,0.0,-3.57,,-0.32,-9.09,,
2026-07-31,6279.TWO,胡連,116.0,跳空、黃金交叉、趨勢突破,92.0,A強勢追蹤,-0.38,>MA5,空頭,40.9,36.8,38.5,49.4,-0.4928,趨勢突破,4.99,tracking,signal_tracking_20260731.csv,4.0,2.59,,,3.88,-0.43,3.88,-0.43,0.0,1.29,,3.88,-0.43,,
2026-07-31,6533.TW,晶心科,222.0,漲幅達標、跳空、黃金交叉,72.0,B可追蹤,2.48,>MA5,糾結,36.9,32.5,39.0,30.3,-0.8257,-,-,tracking,signal_tracking_20260731.csv,4.0,2.93,,,8.56,0.0,8.56,0.0,0.0,4.28,,8.56,0.0,,
2026-07-31,6588.TWO,東典光電,81.0,週黃金交叉,57.0,C觀察,1.05,MA5~10,糾結,63.3,62.9,16.5,14.3,2.5991,-,-,tracking,signal_tracking_20260731.csv,4.0,16.05,,,27.78,5.56,27.78,5.56,0.0,7.16,,27.78,5.56,,
2026-07-31,6603.TWO,富強鑫,26.15,趨勢突破,64.0,C觀察,2.58,>MA5,糾結,70.5,63.9,61.4,51.8,0.0695,趨勢突破,1.18,tracking,signal_tracking_20260731.csv,4.0,2.29,,,4.02,-2.29,4.02,-2.29,0.0,0.57,,4.02,-2.29,,
2026-07-31,6620.TWO,漢達,96.3,漲幅達標、跳空、週黃金交叉,62.0,C觀察,2.17,>MA5,糾結,58.6,39.5,60.2,59.4,-0.4236,-,-,tracking,signal_tracking_20260731.csv,4.0,-7.27,,,-4.98,-13.5,-4.98,-13.5,0.0,-12.46,,-4.98,-13.5,,
2026-07-31,6757.TW,台灣虎航,57.4,趨勢突破,68.0,B可追蹤,0.02,>MA5,空頭,44.8,33.4,39.3,47.5,-0.2425,趨勢突破,1.57,tracking,signal_tracking_20260731.csv,4.0,-1.22,,,0.17,-3.14,0.17,-3.14,0.0,-1.57,,0.17,-3.14,,
2026-07-31,6919.TW,康霈*,103.0,黃金交叉、週黃金交叉,59.0,C觀察,1.6,>MA5,空頭,29.0,25.9,44.9,44.3,-0.5651,-,-,tracking,signal_tracking_20260731.csv,4.0,5.34,,,7.77,-0.97,7.77,-0.97,0.0,6.31,,7.77,-0.97,,
2026-07-31,8070.TW,長華*,45.65,漲幅達標、跳空、黃金交叉、趨勢突破,55.0,C觀察,-4.98,>MA5,空頭,25.8,19.6,28.6,41.0,-0.6217,趨勢突破,0.95,tracking,signal_tracking_20260731.csv,4.0,3.5,,,6.24,-1.75,6.24,-1.75,0.0,2.96,,6.24,-1.75,,
2026-07-31,8271.TW,宇瞻,204.0,週黃金交叉,61.0,C觀察,2.09,MA5~10,多頭,71.8,73.8,33.9,33.5,3.7551,-,-,tracking,signal_tracking_20260731.csv,4.0,11.27,,,22.3,4.41,22.3,4.41,0.0,7.6,,22.3,4.41,,
2026-07-31,8421.TWO,旭源,15.4,跳空、黃金交叉,79.0,A強勢追蹤,4.17,>MA5,糾結,44.0,36.7,50.1,45.9,-0.0924,-,-,tracking,signal_tracking_20260731.csv,4.0,-6.49,,,1.95,-9.09,1.95,-9.09,0.0,0.65,,1.95,-9.09,,
2026-07-31,8936.TWO,國統,51.8,跳空、黃金交叉、趨勢突破,68.0,B可追蹤,-2.66,>MA5,空頭,29.5,25.2,25.8,37.5,-0.2983,趨勢突破,0.84,tracking,signal_tracking_20260731.csv,4.0,0.58,,,1.35,-1.35,1.35,-1.35,0.0,-0.77,,1.35,-1.35,,
2026-07-31,9105.TW,泰金寶-DR,8.12,漲幅達標、跳空、黃金交叉、趨勢突破,55.0,C觀察,-3.49,>MA5,空頭,32.6,31.6,27.1,38.7,-0.1152,趨勢突破,1.06,tracking,signal_tracking_20260731.csv,4.0,1.11,,,5.42,-1.97,5.42,-1.97,0.0,1.85,,5.42,-1.97,,
2026-07-31,9907.TW,統一實,15.35,週黃金交叉,70.0,B可追蹤,0.14,>MA5,糾結,68.1,56.6,16.8,15.8,0.0564,-,-,tracking,signal_tracking_20260731.csv,4.0,-5.21,,,-1.3,-6.51,-1.3,-6.51,0.0,-1.95,,-1.3,-6.51,,
2026-07-31,9945.TW,潤泰新,26.7,黃金交叉,74.0,B可追蹤,0.47,>MA5,糾結,50.9,48.5,68.5,64.5,-0.0319,-,-,tracking,signal_tracking_20260731.csv,4.0,-1.12,,,1.87,-1.87,1.87,-1.87,0.0,0.94,,1.87,-1.87,,
2026-08-03,1447.TW,力鵬,6.89,黃金交叉、趨勢突破,58.0,C觀察,-7.39,>MA5,空頭,15.4,13.2,34.9,48.0,-0.2163,趨勢突破,0.6,tracking,signal_tracking_20260803.csv,3.0,4.21,,,7.4,-2.32,7.4,-2.32,0.0,-0.58,,7.4,-2.32,,
2026-08-03,1504.TW,東元,65.3,黃金交叉、週即將黃金交叉、趨勢突破,83.0,A強勢追蹤,-2.81,>MA5,空頭,38.1,34.1,24.7,25.8,-0.2032,趨勢突破,0.47,tracking,signal_tracking_20260803.csv,3.0,2.14,,,3.37,-1.84,3.37,-1.84,0.0,0.15,,3.37,-1.84,,
2026-08-03,2027.TW,大成鋼,44.45,黃金交叉,85.0,A強勢追蹤,1.55,>MA5,糾結,65.7,65.6,68.6,62.3,0.2464,-,-,tracking,signal_tracking_20260803.csv,3.0,3.71,,,5.62,-1.8,5.62,-1.8,0.0,-0.45,,5.62,-1.8,,
2026-08-03,2049.TW,上銀,332.0,漲幅達標、週黃金交叉、MACD翻正、趨勢突破,80.0,A強勢追蹤,-1.04,>MA5,空頭,54.8,40.9,33.2,28.9,0.4697,趨勢突破,1.89,tracking,signal_tracking_20260803.csv,3.0,9.04,,,15.51,-1.36,15.51,-1.36,0.0,0.0,,15.51,-1.36,,
2026-08-03,2317.TW,鴻海,253.0,黃金交叉、週黃金交叉,100.0,A強勢追蹤,0.95,>MA5,糾結,58.1,52.0,33.7,31.7,1.2115,-,-,tracking,signal_tracking_20260803.csv,3.0,4.55,,,4.74,-2.77,4.74,-2.77,0.0,-1.19,,4.74,-2.77,,
2026-08-03,2356.TW,英業達,63.9,MACD翻正、趨勢突破,66.0,B可追蹤,-0.69,>MA5,空頭,57.4,46.7,34.6,39.4,0.0552,趨勢突破,1.02,tracking,signal_tracking_20260803.csv,3.0,2.5,,,5.63,-1.56,5.63,-1.56,0.0,3.29,,5.63,-1.56,,
2026-08-03,2362.TW,藍天,44.75,黃金交叉、週即將黃金交叉、MACD翻正、趨勢突破,100.0,A強勢追蹤,0.3,>MA5,糾結,55.1,54.1,32.7,35.6,0.1258,趨勢突破,1.65,tracking,signal_tracking_20260803.csv,3.0,14.19,,,15.75,-2.46,15.75,-2.46,0.0,-0.11,,15.75,-2.46,,
2026-08-03,2383.TW,台光電,4980.0,跳空、趨勢突破,55.0,C觀察,-0.85,>MA5,空頭,53.0,43.3,42.1,49.3,-13.7954,趨勢突破,1.56,tracking,signal_tracking_20260803.csv,3.0,6.53,,,8.94,-2.11,8.94,-2.11,0.0,3.21,,8.94,-2.11,,
2026-08-03,2388.TW,威盛,75.9,漲幅達標、黃金交叉、週黃金交叉、MACD翻正、趨勢突破,100.0,A強勢追蹤,1.84,>MA5,空頭,60.3,54.3,38.8,36.7,0.0216,趨勢突破,1.21,tracking,signal_tracking_20260803.csv,3.0,4.61,,,11.59,-1.98,11.59,-1.98,0.0,5.8,,11.59,-1.98,,
2026-08-03,2395.TW,研華,576.0,即將黃金交叉、週即將黃金交叉,62.0,C觀察,2.36,>MA5,糾結,50.6,53.4,71.7,71.8,-1.1611,-,-,tracking,signal_tracking_20260803.csv,3.0,7.99,,,16.67,-2.08,16.67,-2.08,0.0,0.0,,16.67,-2.08,,
2026-08-03,2425.TW,承啟,48.3,MACD翻正,79.0,A強勢追蹤,4.18,>MA5,多頭,68.7,60.4,84.4,77.9,0.146,-,-,tracking,signal_tracking_20260803.csv,3.0,-0.31,,,7.87,-3.73,7.87,-3.73,0.0,3.93,,7.87,-3.73,,
2026-08-03,2454.TW,聯發科,3910.0,漲幅達標、跳空、MACD翻正、趨勢突破,74.0,B可追蹤,0.55,>MA5,空頭,53.6,42.2,41.3,46.1,7.0932,趨勢突破,0.75,tracking,signal_tracking_20260803.csv,3.0,0.26,,,5.5,-2.81,5.5,-2.81,0.0,-1.15,,5.5,-2.81,,
2026-08-03,2603.TW,長榮,207.5,黃金交叉、週黃金交叉,100.0,A強勢追蹤,1.6,>MA5,糾結,65.0,60.0,40.3,36.7,1.0533,-,-,tracking,signal_tracking_20260803.csv,3.0,-1.69,,,-0.24,-2.65,-0.24,-2.65,0.0,-0.72,,-0.24,-2.65,,
2026-08-03,2606.TW,裕民,63.0,黃金交叉、週即將黃金交叉、MACD翻正,87.0,A強勢追蹤,0.34,>MA5,空頭,45.3,43.6,30.4,31.7,0.0428,-,-,tracking,signal_tracking_20260803.csv,3.0,2.22,,,4.13,-0.79,4.13,-0.79,0.0,0.63,,4.13,-0.79,,
2026-08-03,2615.TW,萬海,86.1,即將黃金交叉,63.0,C觀察,2.0,>MA5,糾結,61.2,61.3,72.5,66.6,0.3081,-,-,tracking,signal_tracking_20260803.csv,3.0,-2.09,,,0.81,-2.44,0.81,-2.44,0.0,-0.0,,0.81,-2.44,,
2026-08-03,2618.TW,長榮航,43.7,週黃金交叉,80.0,A強勢追蹤,0.97,>MA5,多頭,72.5,59.7,72.2,71.9,0.0953,-,-,tracking,signal_tracking_20260803.csv,3.0,-1.03,,,1.95,-3.89,1.95,-3.89,0.0,0.23,,1.95,-3.89,,
2026-08-03,2637.TW,慧洋-KY,83.0,黃金交叉、週黃金交叉、趨勢突破,100.0,A強勢追蹤,1.43,>MA5,空頭,43.4,41.4,61.2,59.1,-0.3405,趨勢突破,1.18,tracking,signal_tracking_20260803.csv,3.0,3.01,,,5.42,-2.17,5.42,-2.17,0.0,1.08,,5.42,-2.17,,
2026-08-03,2885.TW,元大金,68.0,MACD翻正,57.0,C觀察,1.0,>MA5,糾結,67.8,52.4,67.1,72.5,0.1337,-,-,tracking,signal_tracking_20260803.csv,3.0,-1.32,,,4.12,-1.32,4.12,-1.32,0.0,1.47,,4.12,-1.32,,
2026-08-03,3006.TW,晶豪科,198.0,漲幅達標、跳空、黃金交叉、趨勢突破,67.0,B可追蹤,-2.79,>MA5,空頭,36.3,29.9,29.7,35.7,-2.6508,趨勢突破,0.81,tracking,signal_tracking_20260803.csv,3.0,30.3,,,30.3,4.8,30.3,4.8,0.0,9.85,,30.3,4.8,,
2026-08-03,3017.TW,奇鋐,2550.0,漲幅達標、跳空、黃金交叉、週黃金交叉、MACD翻正、趨勢突破,100.0,A強勢追蹤,0.84,>MA5,糾結,63.6,53.1,44.3,37.0,21.325,趨勢突破,1.24,tracking,signal_tracking_20260803.csv,3.0,15.29,,,16.27,0.39,16.27,0.39,0.0,1.96,,16.27,0.39,,
2026-08-03,3033.TW,威健,46.7,黃金交叉、趨勢突破,57.0,C觀察,-2.38,>MA5,空頭,28.1,22.6,32.3,45.0,-0.6875,趨勢突破,0.76,tracking,signal_tracking_20260803.csv,3.0,2.46,,,5.67,-1.5,5.67,-1.5,0.0,3.21,,5.67,-1.5,,
2026-08-03,3036.TW,文曄,204.5,黃金交叉、週即將黃金交叉、趨勢突破,81.0,A強勢追蹤,-1.04,>MA5,空頭,53.7,44.3,21.0,21.6,1.4849,趨勢突破,1.11,tracking,signal_tracking_20260803.csv,3.0,14.18,,,15.16,-2.44,15.16,-2.44,0.0,3.91,,15.16,-2.44,,
2026-08-03,3229.TW,晟鈦,47.45,漲幅達標、跳空、週黃金交叉、趨勢突破,100.0,A強勢追蹤,7.56,>MA5,多頭,61.2,46.8,46.5,42.3,0.7041,趨勢突破,3.8,tracking,signal_tracking_20260803.csv,3.0,-3.06,,,4.95,-10.33,4.95,-10.33,0.0,0.63,,4.95,-10.33,,
2026-08-03,3231.TW,緯創,186.0,趨勢突破,90.0,A強勢追蹤,4.87,>MA5,多頭,77.2,71.3,62.5,47.9,2.8216,趨勢突破,1.44,tracking,signal_tracking_20260803.csv,3.0,1.88,,,8.87,-1.61,8.87,-1.61,0.0,4.84,,8.87,-1.61,,
2026-08-03,3324.TWO,雙鴻,944.0,跳空、黃金交叉、週黃金交叉、趨勢突破,100.0,A強勢追蹤,-0.84,>MA5,空頭,49.3,44.1,28.2,25.6,5.2278,趨勢突破,1.39,tracking,signal_tracking_20260803.csv,3.0,12.29,,,12.29,-0.53,12.29,-0.53,0.0,0.0,,12.29,-0.53,,
2026-08-03,3362.TWO,先進光,180.0,MACD翻正、趨勢突破,100.0,A強勢追蹤,3.79,>MA5,糾結,64.4,52.3,55.8,61.8,0.892,趨勢突破,0.92,tracking,signal_tracking_20260803.csv,3.0,-2.22,,,9.17,-4.72,9.17,-4.72,0.0,-0.28,,9.17,-4.72,,
2026-08-03,3441.TWO,聯一光,92.4,漲幅達標、週黃金交叉,69.0,B可追蹤,10.43,>MA5,多頭,80.2,67.5,71.1,68.6,2.2053,-,-,tracking,signal_tracking_20260803.csv,3.0,-4.33,,,3.68,-12.01,3.68,-12.01,0.0,-3.03,,3.68,-12.01,,
2026-08-03,3443.TW,創意,4185.0,漲幅達標、跳空、黃金交叉、週黃金交叉、趨勢突破,78.0,A強勢追蹤,-0.95,>MA5,空頭,48.6,40.4,34.0,33.9,-8.9001,趨勢突破,0.66,tracking,signal_tracking_20260803.csv,3.0,7.05,,,8.72,-2.39,8.72,-2.39,0.0,-0.96,,8.72,-2.39,,
2026-08-03,3504.TW,揚明光,75.3,漲幅達標、趨勢突破,84.0,A強勢追蹤,3.02,>MA5,糾結,59.7,42.4,31.2,37.6,0.8786,趨勢突破,1.13,tracking,signal_tracking_20260803.csv,3.0,2.39,,,7.44,-2.79,7.44,-2.79,0.0,3.85,,7.44,-2.79,,
2026-08-03,3533.TW,嘉澤,2005.0,漲幅達標、跳空、黃金交叉、週黃金交叉、MACD翻正,67.0,B可追蹤,-0.57,>MA5,空頭,42.9,37.7,26.7,19.7,6.4646,-,-,tracking,signal_tracking_20260803.csv,3.0,-1.75,,,2.24,-3.99,2.24,-3.99,0.0,0.25,,2.24,-3.99,,
2026-08-03,3653.TW,健策,3770.0,漲幅達標、跳空、黃金交叉、趨勢突破,100.0,A強勢追蹤,4.09,>MA5,糾結,57.7,50.7,42.7,34.5,39.4474,趨勢突破,1.3,tracking,signal_tracking_20260803.csv,3.0,18.04,,,21.88,-1.59,21.88,-1.59,0.0,9.95,,21.88,-1.59,,
2026-08-03,3702.TW,大聯大,116.0,黃金交叉,70.0,B可追蹤,1.26,>MA5,糾結,49.7,45.5,51.4,45.0,-0.1961,-,-,tracking,signal_tracking_20260803.csv,3.0,8.19,,,11.21,-2.16,11.21,-2.16,0.0,1.29,,11.21,-2.16,,
2026-08-03,4123.TWO,晟德,38.5,黃金交叉、週黃金交叉、趨勢突破,83.0,A強勢追蹤,-0.58,>MA5,空頭,60.8,59.1,38.2,35.5,-0.0039,趨勢突破,1.51,tracking,signal_tracking_20260803.csv,3.0,0.65,,,2.6,0.13,2.6,0.13,0.0,1.17,,2.6,0.13,,
2026-08-03,4908.TWO,前鼎,141.0,跳空、黃金交叉、週即將黃金交叉、MACD翻正、趨勢突破,88.0,A強勢追蹤,-4.22,>MA5,空頭,40.4,33.2,15.2,17.4,0.9667,趨勢突破,0.82,tracking,signal_tracking_20260803.csv,3.0,11.35,,,22.7,0.0,22.7,0.0,0.0,6.74,,22.7,0.0,,
2026-08-03,4931.TWO,新盛力,191.0,漲幅達標、黃金交叉、趨勢突破,55.0,C觀察,-7.07,>MA5,空頭,29.9,24.6,29.4,42.5,-3.7479,趨勢突破,0.97,tracking,signal_tracking_20260803.csv,3.0,14.4,,,14.4,-0.52,14.4,-0.52,0.0,2.62,,14.4,-0.52,,
2026-08-03,4967.TW,十銓,240.0,週黃金交叉,59.0,C觀察,0.15,>MA5,糾結,79.2,65.1,30.3,28.1,3.4267,-,-,tracking,signal_tracking_20260803.csv,3.0,16.67,,,17.5,3.33,17.5,3.33,0.0,6.88,,17.5,3.33,,
2026-08-03,4973.TWO,廣穎,139.0,漲幅達標、黃金交叉、趨勢突破,65.0,B可追蹤,-3.98,>MA5,空頭,34.2,25.6,31.2,46.9,-1.534,趨勢突破,1.28,tracking,signal_tracking_20260803.csv,3.0,16.91,,,16.91,-2.52,16.91,-2.52,0.0,3.6,,16.91,-2.52,,
2026-08-03,5009.TWO,榮剛,32.65,黃金交叉、趨勢突破,57.0,C觀察,-1.79,>MA5,空頭,30.3,25.7,24.8,30.5,-0.13,趨勢突破,0.4,tracking,signal_tracking_20260803.csv,3.0,-0.46,,,2.91,-0.77,2.91,-0.77,0.0,1.38,,2.91,-0.77,,
2026-08-03,5388.TW,中磊,87.4,即將黃金交叉、週黃金交叉,57.0,C觀察,0.85,>MA5,糾結,35.7,37.2,49.2,46.5,-0.291,-,-,tracking,signal_tracking_20260803.csv,3.0,5.03,,,6.18,-1.26,6.18,-1.26,0.0,2.06,,6.18,-1.26,,
2026-08-03,5521.TW,工信,10.15,黃金交叉、週黃金交叉、趨勢突破,100.0,A強勢追蹤,-1.32,>MA5,空頭,36.1,28.9,22.8,22.1,-0.0259,趨勢突破,1.21,tracking,signal_tracking_20260803.csv,3.0,-0.0,,,2.46,-1.48,2.46,-1.48,0.0,0.99,,2.46,-1.48,,
2026-08-03,6005.TW,群益證,34.55,MACD翻正、趨勢突破,70.0,B可追蹤,-2.53,>MA5,空頭,52.1,46.0,28.0,39.9,0.0402,趨勢突破,0.75,tracking,signal_tracking_20260803.csv,3.0,-0.0,,,3.91,-1.45,3.91,-1.45,0.0,0.87,,3.91,-1.45,,
2026-08-03,6176.TW,瑞儀,86.2,黃金交叉、週黃金交叉、MACD翻正,88.0,A強勢追蹤,-1.44,>MA5,空頭,43.3,41.3,21.1,18.4,0.0124,-,-,tracking,signal_tracking_20260803.csv,3.0,-2.2,,,1.62,-3.13,1.62,-3.13,0.0,1.04,,1.62,-3.13,,
2026-08-03,6206.TW,飛捷,133.5,黃金交叉、週即將黃金交叉、MACD翻正,87.0,A強勢追蹤,1.72,>MA5,空頭,53.6,47.3,50.5,50.7,0.5044,-,-,tracking,signal_tracking_20260803.csv,3.0,8.24,,,14.98,-1.12,14.98,-1.12,0.0,4.87,,14.98,-1.12,,
2026-08-03,6274.TWO,台燿,1220.0,漲幅達標、跳空、黃金交叉、趨勢突破,55.0,C觀察,-5.27,>MA5,空頭,36.4,29.1,30.7,42.9,-15.0226,趨勢突破,0.2,tracking,signal_tracking_20260803.csv,3.0,25.41,,,25.41,2.05,25.41,2.05,0.0,9.84,,25.41,2.05,,
2026-08-03,6285.TW,啟碁,239.0,漲幅達標、黃金交叉、週即將黃金交叉,55.0,C觀察,-2.26,>MA5,空頭,41.3,37.8,29.2,31.2,-1.8303,-,-,tracking,signal_tracking_20260803.csv,3.0,3.35,,,10.46,0.0,10.46,0.0,0.0,5.65,,10.46,0.0,,
2026-08-03,6533.TW,晶心科,231.5,MACD翻正,65.0,B可追蹤,4.85,>MA5,糾結,51.5,38.7,50.5,36.4,0.4668,-,-,tracking,signal_tracking_20260803.csv,3.0,0.65,,,0.86,-3.89,0.86,-3.89,0.0,-2.59,,0.86,-3.89,,
2026-08-03,6669.TW,緯穎,5925.0,漲幅達標、跳空、黃金交叉,87.0,A強勢追蹤,4.37,>MA5,糾結,67.6,61.2,75.3,64.1,45.813,-,-,tracking,signal_tracking_20260803.csv,3.0,5.74,,,8.02,-2.11,8.02,-2.11,0.0,4.73,,8.02,-2.11,,
2026-08-03,6919.TW,康霈*,109.5,趨勢突破,63.0,C觀察,3.41,>MA5,糾結,55.9,38.0,52.0,44.6,-0.0043,趨勢突破,1.42,tracking,signal_tracking_20260803.csv,3.0,-1.83,,,1.37,-5.48,1.37,-5.48,0.0,-1.37,,1.37,-5.48,,
2026-08-03,8086.TWO,宏捷科,115.5,黃金交叉、趨勢突破,65.0,B可追蹤,-5.12,>MA5,空頭,36.2,30.7,16.7,19.7,-0.4098,趨勢突破,0.82,tracking,signal_tracking_20260803.csv,3.0,6.93,,,12.12,0.0,12.12,0.0,0.0,6.06,,12.12,0.0,,
2026-08-03,8114.TW,振樺電,215.0,漲幅達標、週黃金交叉、MACD翻正,60.0,C觀察,1.07,>MA5,糾結,36.7,42.9,36.0,32.6,0.2654,-,-,tracking,signal_tracking_20260803.csv,3.0,4.88,,,10.0,-1.4,10.0,-1.4,0.0,4.19,,10.0,-1.4,,
2026-08-03,8422.TW,可寧衛*,26.8,漲幅達標、黃金交叉、MACD翻正、趨勢突破,71.0,B可追蹤,-0.36,>MA5,空頭,48.2,32.7,24.4,27.6,0.0014,趨勢突破,1.26,tracking,signal_tracking_20260803.csv,3.0,-2.43,,,-0.37,-3.92,-0.37,-3.92,0.0,-2.05,,-0.37,-3.92,,
2026-08-06,1319.TW,東陽,76.5,雙跳空、單跳空,64.0,C觀察,1.57,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,4239.3
2026-08-06,1476.TW,儒鴻,355.0,周1K,58.0,C觀察,1.84,>MA5,多頭,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,1462.0
2026-08-06,1504.TW,東元,66.1,單跳空、廣義上升三法,60.0,C觀察,1.65,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,3164.4
2026-08-06,1513.TW,中興電,159.5,單跳空、周1K,60.0,C觀察,0.76,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,1175.1
2026-08-06,1522.TW,堤維西,29.75,廣義上升三法,55.0,C觀察,2.01,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,1086.1
2026-08-06,1526.TW,日馳,19.15,廣義上升三法、漲停、漲幅達標、周1K,100.0,A強勢追蹤,6.51,>MA5,多頭,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,1773.2
2026-08-06,1590.TW,亞德客-KY,1510.0,周1K,61.0,C觀察,4.85,>MA5,多頭,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,1270.1
2026-08-06,1595.TWO,川寶,62.5,三白兵、雙跳空、單跳空,81.0,A強勢追蹤,4.53,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,1422.0
2026-08-06,1597.TW,直得,143.0,廣義上升三法,64.0,C觀察,9.6,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,2878.9
2026-08-06,1605.TW,華新,34.85,單跳空、周1K,72.0,B可追蹤,4.13,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,38467.6
2026-08-06,1608.TW,華榮,33.4,三白兵、單跳空,68.0,B可追蹤,4.19,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,22414.6
2026-08-06,1617.TW,榮星,18.55,單跳空、島狀反轉、周1K,56.0,C觀察,-2.09,>MA5,空頭,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,4157.0
