scan_date,代碼,股票名稱,entry_price,訊號類型,訊號分數,追蹤等級,RS加權報酬%,MA位置,MA排列,K值,D值,週K值,週D值,MACD柱,趨勢突破,量能倍數,status,days_tracked,return_3d%,return_5d%,return_10d%,max_gain_5d%,max_drawdown_5d%,max_gain_10d%,max_drawdown_10d%,is_success_5d
2026-07-31,1519.TW,華城,705.0,跳空、黃金交叉、週即將黃金交叉、趨勢突破,96,A強勢追蹤,-1.36,>MA5,空頭,52.7,48.7,14.0,16.1,2.826,趨勢突破,1.36,tracking,,,,,,,,,
2026-07-31,1808.TW,潤隆,33.0,黃金交叉,100,A強勢追蹤,2.66,>MA5,多頭,66.5,65.2,73.5,64.3,0.0829,-,-,tracking,,,,,,,,,
2026-07-31,1907.TW,永豐餘,29.05,MACD翻正,71,B可追蹤,1.9,>MA5,多頭,64.7,53.1,78.4,71.6,0.0103,-,-,tracking,,,,,,,,,
2026-07-31,2010.TW,春源,21.15,黃金交叉,76,A強勢追蹤,0.01,>MA5,糾結,50.5,47.3,15.5,25.1,0.0808,-,-,tracking,,,,,,,,,
2026-07-31,2317.TW,鴻海,250.5,漲幅達標、跳空、即將黃金交叉、MACD翻正、趨勢突破,90,A強勢追蹤,0.84,>MA5,糾結,46.9,48.8,24.8,31.5,0.5653,趨勢突破,1.74,tracking,,,,,,,,,
2026-07-31,2324.TW,仁寶,36.0,跳空、即將黃金交叉、趨勢突破,67,B可追蹤,0.08,>MA5,空頭,44.3,46.7,32.8,40.6,-0.1195,趨勢突破,1.38,tracking,,,,,,,,,
2026-07-31,2330.TW,台積電,2425.0,漲幅達標、跳空、黃金交叉,58,C觀察,0.36,>MA5,空頭,42.6,32.9,58.1,62.0,-12.9503,-,-,tracking,,,,,,,,,
2026-07-31,2347.TW,聯強,93.7,漲幅達標、跳空、黃金交叉、週即將黃金交叉、MACD翻正,94,A強勢追蹤,1.39,>MA5,糾結,64.5,58.6,58.1,59.2,0.3817,-,-,tracking,,,,,,,,,
2026-07-31,2354.TW,鴻準,56.5,跳空、黃金交叉、週即將黃金交叉、趨勢突破,100,A強勢追蹤,0.44,>MA5,空頭,53.2,49.0,28.7,31.1,-0.0395,趨勢突破,1.49,tracking,,,,,,,,,
2026-07-31,2356.TW,英業達,61.8,漲幅達標、跳空、黃金交叉、趨勢突破,75,A強勢追蹤,-2.09,>MA5,空頭,42.7,41.2,30.1,42.9,-0.2183,趨勢突破,0.82,tracking,,,,,,,,,
2026-07-31,2357.TW,華碩,810.0,漲幅達標、跳空、黃金交叉、週即將黃金交叉、趨勢突破,100,A強勢追蹤,5.03,>MA5,多頭,78.3,75.0,41.0,41.7,8.4948,趨勢突破,2.15,tracking,,,,,,,,,
2026-07-31,2421.TW,建準,131.0,漲幅達標、跳空、黃金交叉、趨勢突破,64,C觀察,-2.14,>MA5,空頭,46.1,40.4,18.6,23.8,-0.2575,趨勢突破,1.21,tracking,,,,,,,,,
2026-07-31,2425.TW,承啟,46.95,漲幅達標、黃金交叉,80,A強勢追蹤,2.4,>MA5,多頭,61.0,56.6,80.4,74.5,-0.0516,-,-,tracking,,,,,,,,,
2026-07-31,2451.TW,創見,293.0,漲幅達標、週黃金交叉,69,B可追蹤,5.15,>MA5,多頭,85.5,75.4,29.6,29.6,6.7971,-,-,tracking,,,,,,,,,
2026-07-31,2480.TW,敦陽科,166.0,跳空、週黃金交叉、MACD翻正,89,A強勢追蹤,1.52,>MA5,糾結,60.7,45.9,75.8,71.4,0.0804,-,-,tracking,,,,,,,,,
2026-07-31,2511.TW,太子,8.6,黃金交叉,59,C觀察,1.13,>MA5,空頭,49.7,41.5,82.9,76.6,-0.0284,-,-,tracking,,,,,,,,,
2026-07-31,2542.TW,興富發,44.0,黃金交叉,69,B可追蹤,0.33,>MA5,糾結,56.2,54.9,50.7,57.7,-0.0227,-,-,tracking,,,,,,,,,
2026-07-31,2610.TW,華航,22.4,跳空、MACD翻正,72,B可追蹤,1.59,>MA5,糾結,70.4,57.5,53.0,57.9,0.0585,-,-,tracking,,,,,,,,,
2026-07-31,2614.TW,東森,18.15,黃金交叉、週即將黃金交叉、MACD翻正,77,A強勢追蹤,-0.16,>MA5,空頭,48.9,45.5,15.9,18.0,0.0021,-,-,tracking,,,,,,,,,
2026-07-31,2618.TW,長榮航,43.3,跳空、黃金交叉、週即將黃金交叉、趨勢突破,100,A強勢追蹤,1.16,>MA5,多頭,60.7,53.2,67.8,69.3,-0.0224,趨勢突破,1.37,tracking,,,,,,,,,
2026-07-31,2646.TW,星宇航空,21.65,跳空,65,B可追蹤,1.04,>MA5,多頭,50.7,49.7,59.3,53.7,0.0046,-,-,tracking,,,,,,,,,
2026-07-31,2834.TW,臺企銀,18.2,跳空、即將黃金交叉,56,C觀察,0.73,>MA5,多頭,73.3,74.7,89.3,86.3,-0.0292,-,-,tracking,,,,,,,,,
2026-07-31,2850.TW,新產,161.0,週黃金交叉,76,A強勢追蹤,4.57,>MA5,多頭,75.5,69.5,72.2,69.5,1.2242,-,-,tracking,,,,,,,,,
2026-07-31,2852.TW,第一保,27.0,週即將黃金交叉、MACD翻正、趨勢突破,100,A強勢追蹤,0.53,>MA5,糾結,77.1,69.6,41.8,42.1,0.0198,趨勢突破,3.54,tracking,,,,,,,,,
2026-07-31,2881.TW,富邦金,130.0,跳空、黃金交叉、趨勢突破,100,A強勢追蹤,2.1,>MA5,多頭,61.4,57.0,69.9,73.3,-0.2723,趨勢突破,1.53,tracking,,,,,,,,,
2026-07-31,2882.TW,國泰金,101.5,跳空、黃金交叉、MACD翻正、趨勢突破,100,A強勢追蹤,2.61,>MA5,多頭,57.3,49.9,52.6,60.6,0.1371,趨勢突破,1.88,tracking,,,,,,,,,
2026-07-31,2883.TW,凱基金,30.85,跳空、黃金交叉,82,A強勢追蹤,2.2,>MA5,糾結,50.9,48.1,90.4,87.4,-0.1775,-,-,tracking,,,,,,,,,
2026-07-31,2885.TW,元大金,68.1,漲幅達標、跳空,57,C觀察,2.38,>MA5,糾結,58.7,44.6,67.9,75.0,-0.1305,-,-,tracking,,,,,,,,,
2026-07-31,2887.TW,台新新光金,35.95,漲幅達標、跳空、黃金交叉、趨勢突破,99,A強勢追蹤,2.95,>MA5,空頭,50.1,35.8,84.6,82.1,-0.3608,趨勢突破,1.54,tracking,,,,,,,,,
2026-07-31,2890.TW,永豐金,40.6,趨勢突破,68,B可追蹤,1.66,>MA5,空頭,54.9,43.4,81.5,77.6,-0.2683,趨勢突破,1.32,tracking,,,,,,,,,
2026-07-31,2915.TW,潤泰全,52.2,跳空、黃金交叉,65,B可追蹤,0.4,>MA5,空頭,48.5,40.5,78.6,74.5,-0.1248,-,-,tracking,,,,,,,,,
2026-07-31,3005.TW,神基,114.0,跳空、黃金交叉,83,A強勢追蹤,2.4,>MA5,糾結,41.9,38.7,67.1,58.5,-0.4251,-,-,tracking,,,,,,,,,
2026-07-31,3029.TW,零壹,109.5,漲幅達標、跳空、黃金交叉、MACD翻正、趨勢突破,100,A強勢追蹤,2.51,>MA5,糾結,53.6,44.9,49.1,41.1,0.1487,趨勢突破,4.66,tracking,,,,,,,,,
2026-07-31,3034.TW,聯詠,519.0,趨勢突破,85,A強勢追蹤,-0.0,>MA5,糾結,70.2,65.2,42.9,51.6,1.8731,趨勢突破,1.72,tracking,,,,,,,,,
2026-07-31,3135.TW,凌航,153.0,漲幅達標、黃金交叉、趨勢突破,84,A強勢追蹤,-3.63,>MA5,糾結,47.2,45.4,19.5,31.0,0.7175,趨勢突破,0.68,tracking,,,,,,,,,
2026-07-31,3209.TW,全科,55.8,跳空、黃金交叉、趨勢突破,66,B可追蹤,-1.79,>MA5,空頭,37.2,34.4,18.1,28.2,-0.1333,趨勢突破,0.92,tracking,,,,,,,,,
2026-07-31,3231.TW,緯創,176.0,漲幅達標、黃金交叉、週黃金交叉,100,A強勢追蹤,2.56,>MA5,多頭,68.5,67.6,46.3,42.3,2.102,-,-,tracking,,,,,,,,,
2026-07-31,4915.TW,致伸,65.4,跳空、MACD翻正、趨勢突破,77,A強勢追蹤,-0.35,>MA5,空頭,43.2,34.5,22.2,30.9,0.071,趨勢突破,1.8,tracking,,,,,,,,,
2026-07-31,4967.TW,十銓,233.5,漲幅達標、跳空、趨勢突破,69,B可追蹤,-0.2,>MA5,糾結,70.3,57.4,23.0,27.6,1.9856,趨勢突破,1.64,tracking,,,,,,,,,
2026-07-31,5471.TW,松翰,51.4,漲幅達標、跳空、黃金交叉、趨勢突破,57,C觀察,-5.05,>MA5,空頭,23.3,20.7,48.0,62.9,-1.4038,趨勢突破,1.58,tracking,,,,,,,,,
2026-07-31,6214.TW,精誠,154.0,漲幅達標、跳空、週黃金交叉,95,A強勢追蹤,5.36,>MA5,多頭,81.0,72.7,53.8,50.8,1.008,-,-,tracking,,,,,,,,,
2026-07-31,6533.TW,晶心科,222.0,漲幅達標、跳空、黃金交叉,72,B可追蹤,2.48,>MA5,糾結,36.9,32.5,39.0,30.3,-0.8257,-,-,tracking,,,,,,,,,
2026-07-31,6757.TW,台灣虎航,57.4,趨勢突破,68,B可追蹤,0.02,>MA5,空頭,44.8,33.4,39.3,47.5,-0.2425,趨勢突破,1.57,tracking,,,,,,,,,
2026-07-31,8070.TW,長華*,45.65,漲幅達標、跳空、黃金交叉、趨勢突破,55,C觀察,-4.98,>MA5,空頭,25.8,19.6,28.6,41.0,-0.6217,趨勢突破,0.95,tracking,,,,,,,,,
2026-07-31,9105.TW,泰金寶-DR,8.12,漲幅達標、跳空、黃金交叉、趨勢突破,55,C觀察,-3.49,>MA5,空頭,32.6,31.6,27.1,38.7,-0.1152,趨勢突破,1.06,tracking,,,,,,,,,
2026-07-31,3141.TWO,晶宏,65.8,漲幅達標、跳空、黃金交叉、趨勢突破,75,A強勢追蹤,-3.01,>MA5,空頭,49.4,41.6,40.8,55.0,-0.5283,趨勢突破,2.02,tracking,,,,,,,,,
2026-07-31,3260.TWO,威剛,398.5,週黃金交叉,66,B可追蹤,0.5,>MA5,糾結,67.9,61.6,32.2,32.2,1.6837,-,-,tracking,,,,,,,,,
2026-07-31,3293.TWO,鈊象,776.0,跳空、週黃金交叉,69,B可追蹤,1.46,>MA5,糾結,78.0,68.0,38.3,37.6,6.367,-,-,tracking,,,,,,,,,
2026-07-31,3441.TWO,聯一光,84.0,漲幅達標,60,C觀察,8.19,>MA5,多頭,70.2,61.1,60.3,65.3,1.373,-,-,tracking,,,,,,,,,
2026-07-31,3520.TWO,華盈,18.45,週黃金交叉,77,A強勢追蹤,0.69,>MA5,多頭,71.9,64.0,54.7,50.7,0.1187,-,-,tracking,,,,,,,,,
2026-07-31,3529.TWO,力旺,2475.0,漲幅達標、跳空、黃金交叉、週黃金交叉、MACD翻正,59,C觀察,-3.34,>MA5,空頭,43.4,37.2,17.2,16.2,14.7539,-,-,tracking,,,,,,,,,
2026-07-31,5490.TWO,同亨,33.05,即將黃金交叉、週黃金交叉,81,A強勢追蹤,4.05,>MA5,多頭,62.5,62.9,61.0,57.5,0.1268,-,-,tracking,,,,,,,,,
2026-07-31,6026.TWO,福邦證,14.1,跳空、黃金交叉、趨勢突破,58,C觀察,-2.38,>MA5,空頭,31.1,23.7,17.5,28.8,-0.0505,趨勢突破,0.93,tracking,,,,,,,,,
2026-07-31,6146.TWO,耕興,192.5,跳空、黃金交叉、MACD翻正、趨勢突破,100,A強勢追蹤,0.43,>MA5,空頭,43.4,36.7,16.2,21.1,0.249,趨勢突破,4.74,tracking,,,,,,,,,
2026-07-31,6279.TWO,胡連,116.0,跳空、黃金交叉、趨勢突破,92,A強勢追蹤,-0.38,>MA5,空頭,40.9,36.8,38.5,49.4,-0.4928,趨勢突破,4.99,tracking,,,,,,,,,
2026-07-31,6603.TWO,富強鑫,26.15,趨勢突破,64,C觀察,2.58,>MA5,糾結,70.5,63.9,61.4,51.8,0.0695,趨勢突破,1.18,tracking,,,,,,,,,
2026-07-31,8936.TWO,國統,51.8,跳空、黃金交叉、趨勢突破,68,B可追蹤,-2.66,>MA5,空頭,29.5,25.2,25.8,37.5,-0.2983,趨勢突破,0.84,tracking,,,,,,,,,
2026-07-31,2002.TW,中鋼,18.95,週黃金交叉,63,C觀察,0.22,MA5~10,多頭,55.7,60.6,32.2,30.1,0.0394,-,-,tracking,,,,,,,,,
2026-07-31,2548.TW,華固,99.1,黃金交叉、趨勢突破,100,A強勢追蹤,0.31,>MA5,多頭,75.5,74.5,16.0,12.9,0.5747,趨勢突破,0.74,tracking,,,,,,,,,
